QRR,TAPI,VMA,VMACD,VOSC,VSTD,CR,PSY,VR,AR,BR,WAD,MOBV,PVT,WVAD,BBI,MA,EXPMA,MACD,MTM,PRICEOSC,TRIX,BIAS,CCI,DBCD,DPO,K,D,J,RSI,SRDM,VROC,VRSI,WR,ADTM,CDP,DPTB,JDQS,JDRS,MI,MICD,RC,RCCD,SRMI,ATR,CVLT,MASS,STD,VHF,49
-1.056225092,-0.303856877,0.811397034,0.693270929,0.612439606,0.974111462,-0.73938241,0.202780354,-0.023909126,-0.349159397,-0.323583357,-1.99696645,0.457927651,1.53862201,-1.006639664,-0.990765169,-0.994353985,-0.999344032,-0.210639933,-0.18480106,-0.274508618,-0.284375995,-0.277734195,-0.954403101,-0.040369328,-0.148758553,-1.146243387,-1.016404789,-1.082218261,-0.476635115,-0.414287022,-0.484714309,-0.791058017,0.87357783,0.230779748,-1.011400418,1.056575766,-1.020356306,-1.658954527,-0.150004851,0.022001963,-0.410860534,1.270162214,-0.178987964,-1.058296383,-0.403994764,-1.806651561,-0.954035153,-0.445135608,1
-0.858876365,0.092833796,0.990618618,1.43528097,0.529771633,0.994244933,-0.688015751,0.202780354,-0.35614577,-0.318100599,-0.304500403,-2.010148175,0.084389585,1.536182912,-0.966270321,-0.986706869,-0.985799564,-0.997074349,-0.229906362,-0.158689422,-0.262242481,-0.2599479,-0.44659284,-1.378570902,-0.13117366,-0.251584526,-1.154856876,-0.876578402,-1.262952124,-0.796077909,-0.447877903,-0.019330814,-0.399522848,1.122408833,0.310032635,-1.015370352,1.056575766,-1.020356306,-1.658954527,-0.124914804,0.012380153,-1.003378948,1.256037783,-0.311543701,-1.066338127,-0.395836688,-1.706642812,-0.936594846,0.111353605,1
-0.688251946,0.228496789,1.29959909,2.129140071,0.25473794,1.070713619,-0.980733091,0.202780354,-0.688373524,-0.611699549,-0.654162854,-2.021258486,0.180783814,1.535144588,-0.919240272,-0.975894359,-0.976201921,-0.988447467,-0.201211681,-0.255675505,-0.286071422,-0.232245936,-0.52453823,-1.832780294,-0.176575826,-0.322774374,-1.009020252,-0.661979329,-1.225077843,-0.893761549,-0.404180357,1.115451627,-0.268537346,1.203277638,0.603677833,-0.989077675,1.807749457,-1.020356306,-1.194338662,-0.108227837,-0.021830727,-1.070152655,1.239951625,-0.499587886,-1.047399819,-0.412966506,-1.530486323,-0.917921386,0.116918497,-1
1.742632107,2.324746207,1.161790751,2.946719464,-0.312632045,1.078760735,-0.703227763,0.202780354,-0.814602755,-0.763212804,-0.717506192,-2.01259621,-1.085131066,1.537387844,-0.997805527,-0.96665162,-0.96910801,-0.973808145,-0.1243737,-0.153715776,-0.350131045,-0.209832529,-0.485749803,-0.772833384,-0.221977992,-0.310623772,-0.738666578,-0.422403933,-0.969647243,-0.807811255,-0.316858768,2.356939811,2.312438815,1.484106285,0.662695941,-0.937273292,1.807749457,-1.020356306,-1.194338662,-0.097217419,-0.103794294,-0.601908536,1.22190374,-0.54582826,-1.030431738,-0.002817499,-1.330952961,-0.869526422,-0.122371865,-1
1.150791499,1.09424599,0.545637878,1.999886257,-1.510267823,0.35252306,-0.216078575,0.806581373,-0.184599744,0.149547769,-0.003727867,-1.955726481,0.872002565,1.590913704,-0.537886782,-0.959144026,-0.959979817,-0.955248463,-0.013967496,0.17951846,-0.435009341,-0.202277448,0.292299054,0.977426382,-0.176575826,0.18885339,-0.09896251,-0.215638655,0.056248158,0.822302839,-0.092931813,1.682104986,1.356912774,-0.699354835,0.461793484,-0.957903932,1.807749457,-1.020356306,-1.194338662,-0.084106231,-0.216048745,-0.005200896,1.202482647,0.200183098,-1.069796077,-0.371396109,-1.098982461,-0.780412243,-0.26242165,1
0.622678084,0.448579708,0.111862019,1.536456946,-2.331148756,0.19205789,-0.001046628,0.806581373,-0.125757246,0.194591974,0.046931329,-1.984537966,0.02948778,1.57703156,-1.356295289,-0.965016224,-0.969525299,-0.966845,-0.115719748,-0.075380863,-0.517580703,-0.216380266,0.05102306,0.395243098,-0.312782324,0.02230959,-0.432868246,-0.266572968,-0.545944622,0.12072704,-0.065919453,0.42784243,0.613137121,0.087933645,-0.062383669,-0.946189373,1.056575766,-0.498660177,-1.101783259,-0.124393336,-0.324383198,0.485010963,1.181296,0.121574463,-1.036181586,-0.735979802,-0.843496763,-0.779330088,0.10022382,1
3.165187511,1.428266373,-0.088828613,1.378054076,-2.942590612,0.120602387,0.389695877,0.202780354,-0.013382616,0.344461541,0.249307622,-1.998472933,-0.879506725,1.575137387,-0.415756471,-0.963407079,-0.971507421,-0.969741522,-0.164409613,-0.167393301,-0.56594192,-0.212854561,0.032941757,0.893580134,-0.448988822,0.010158987,-0.322774789,-0.154501851,-0.458908947,-0.031137691,0.402772562,1.026220504,2.432130963,0.22978715,0.496963458,-0.975736094,1.056575766,-1.020356306,-1.101783259,-0.155621803,-0.444121279,0.554003206,1.159324662,0.026011025,-1.051702152,-0.755981922,-0.732076228,-0.780814905,0.72905663,-1
-0.085721615,-0.344824244,-0.516622759,0.133859727,-3.84902589,-0.817313231,0.252325345,-0.401020665,-0.013348838,0.862762591,0.080083417,-2.009959865,-0.466838569,1.566631624,0.278923357,-0.963123576,-0.967543177,-0.971478391,-0.209319067,-0.095275444,-0.560258985,-0.201018268,-0.105996362,-0.383891612,-0.585195319,-0.072735884,-0.047554126,-0.048535622,-0.037438596,-0.509475435,0.023754233,0.110911829,-0.188507302,0.490802889,0.694493452,-0.964542182,1.056575766,-1.020356306,-1.101783259,-0.183587372,-0.559226636,0.772985419,1.136764806,0.098454276,-1.119172388,-1.313086409,-0.658487494,-0.745430963,0.367338642,1
-0.062286454,-0.308693481,-0.417139187,-0.068746469,-4.293964748,-0.813818903,0.343934815,-0.401020665,0.280707206,1.039529334,0.185956546,-1.994895036,0.370146871,1.570374659,0.903775363,-0.959926286,-0.957580406,-0.966116299,-0.206950617,0.06761144,-0.443618144,-0.181375057,0.021448036,-0.165449738,-0.539793153,0.046919272,0.165165744,-0.044941063,0.379970223,-0.118588635,-0.248206946,-0.152309787,-0.09123749,0.178115602,0.80554385,-0.978990138,1.056575766,-0.93878627,-0.68375157,-0.169790826,-0.655801099,0.854515111,1.113812606,0.244882125,-1.067785641,-1.334091848,-0.602051022,-0.675216741,0.358063822,1
-0.714565109,-0.71465231,-0.38647036,-0.361293485,-5.026342445,-0.79382118,-0.31163577,-0.401020665,-0.18961677,0.939796081,-0.349041911,-2.009583244,0.560651047,1.567023483,1.24913654,-0.958899898,-0.957215279,-0.96656031,-0.247032077,-0.04429558,-0.330071971,-0.16273919,-0.166850889,-0.619315015,-0.539793153,-0.072101791,0.027302329,-0.15962019,0.240940657,-0.544729845,-0.425091966,-0.79417378,-1.168940603,0.802581576,0.882869616,-0.96363105,1.056575766,-1.020356306,-0.54461199,-0.160851379,-0.695713793,0.851456312,1.09125275,0.099995622,-1.031034869,-1.156782943,-0.589670962,-0.608324482,0.237491159,1
