QRR,TAPI,VMA,VMACD,VOSC,VSTD,CR,PSY,VR,AR,BR,WAD,MOBV,PVT,WVAD,BBI,MA,EXPMA,MACD,MTM,PRICEOSC,TRIX,BIAS,CCI,DBCD,DPO,K,D,J,RSI,SRDM,VROC,VRSI,WR,ADTM,CDP,DPTB,JDQS,JDRS,MI,MICD,RC,RCCD,SRMI,ATR,CVLT,MASS,STD,VHF,49
-0.640192716,-0.598497915,-0.184056306,-0.895268471,-0.303899845,0.126034819,0.085836707,-1.672839913,-0.074904629,0.789764185,0.136174567,0.908615204,-0.69544966,1.271272663,0.883729311,0.437186307,0.423344861,0.425605596,-1.108433594,-0.965946338,0.929160801,0.754816872,-1.014385474,-0.943236985,0.300218054,-0.975371936,-1.120802272,-0.752187605,-1.347969046,-0.928689016,-0.422458951,-0.928684802,-0.78712987,1.203252851,0.995697124,0.408067124,-0.328292526,-0.092715295,-1.115242292,0.871188501,0.4306551,0.646282462,0.005733112,-1.129937367,0.452327184,-1.140259671,-0.966420753,0.383303778,0.108151996,-1
-0.735032815,-0.700063748,-0.150890301,-0.731586443,0.017312463,0.647487005,-0.034121709,-1.092513738,-0.117423564,0.981731702,0.134352779,0.926128436,0.367420427,1.273509208,1.292907465,0.445639461,0.445080387,0.439327567,-0.954213223,-0.802345397,1.079038589,0.900011139,-0.946727242,-0.85429029,0.338320244,-0.883469395,-1.014657428,-0.495412067,-1.439333286,-0.782859335,-0.295693894,-0.730457585,-0.920536033,0.840662812,1.037417192,0.403607011,0.43470291,-0.275741105,-1.663259026,1.022009159,0.614422382,0.759456677,-0.049368854,-1.417255826,0.521310313,-0.23802933,-0.778224377,0.432332556,0.072790167,1
1.315964977,0.806560948,-0.178145591,-0.291512667,0.10261551,0.484419009,-0.141108818,-1.092513738,-0.357686083,0.568267518,-0.138238417,0.909227225,-0.083309268,1.272231118,0.931957555,0.452459114,0.46732814,0.45341941,-0.755362628,-1.118640549,1.147453067,1.034949301,-1.026714645,-0.760365649,0.566933384,-1.029511438,-0.863364357,-0.170048341,-1.521597353,-0.923626387,-0.282249568,-0.43839994,0.783335695,0.765254719,1.064274486,0.445689991,0.43470291,-0.275741105,-1.663259026,1.121442907,0.788128025,0.437985179,-0.103902759,-0.418054576,0.520369409,-0.042289703,-0.591305532,0.463946912,-0.16099081,-1
-0.24126214,-0.229407691,-0.382158379,-1.002396491,0.204458251,0.507553919,-0.046323742,-0.5121806,0.044117761,0.944397844,0.02944587,0.941711447,-1.273115239,1.283520479,1.144346356,0.465434757,0.489405151,0.478528807,-0.386765005,-0.87805093,1.17276964,1.153397256,-0.69057348,-0.230989976,0.909853094,-0.693022797,-0.577915938,0.232775047,-1.427678275,-0.608190841,-0.074280782,-0.400150804,-0.609265109,0.365493392,1.074183003,0.48011182,1.197164408,-0.275741105,-2.333206135,1.228469805,0.872797661,0.866153058,-0.158720695,-0.418054576,0.464245303,-0.032934276,-0.399995172,0.466558035,-0.105983521,1
-0.203197066,0.07726653,-0.147385282,-1.005419669,0.117639013,0.454205397,-0.177631843,0.068145574,-0.072909988,0.496108719,-0.214643428,0.970335225,-1.553919263,1.290482138,0.902138895,0.473402992,0.511738276,0.499749003,-0.01236569,-1.096185518,1.12831631,1.233435093,-0.26592104,0.118960838,1.062261853,-0.311630374,0.096867252,0.676217109,-0.605014587,-0.240784163,0.135062313,-0.156619243,-0.251561675,0.046843205,1.137284606,0.513893441,1.197164408,0.273885952,-2.333206135,1.264236739,0.893300623,1.006039394,-0.213964677,0.278436154,0.480273687,-0.112754822,-0.130994921,0.467806381,-0.52639637,-1
-1.008370153,-0.462499482,0.220632054,-1.196250439,-0.127166074,0.541078282,-0.203958262,0.068145574,0.397619157,0.60292666,-0.034569883,0.998629453,-1.219902776,1.299477408,1.162508043,0.478182907,0.527583184,0.514922271,0.33614001,0.439097036,0.994221178,1.27164411,0.262901484,0.434202878,1.176568423,0.208752495,0.499346279,0.96126925,-0.138601235,0.242595666,0.46815296,-0.67278065,-0.971098578,-0.353168434,1.250450292,0.514341587,1.197164408,0.517920365,-2.333206135,1.249986267,0.826855841,0.779825173,-0.271196874,0.591408047,0.527913149,0.358487605,0.163316426,0.451494664,-0.664896865,-1
-1.339342744,-0.805763418,0.88332852,-0.885077532,-0.407919358,0.414755209,-0.593383232,0.068145574,-0.003660975,-0.036369328,-0.525249998,1.02066223,1.030403917,1.302228468,0.771377283,0.47384686,0.5483967,0.51893277,0.590392003,0.303725277,0.898537397,1.268426509,0.558249834,0.478148179,1.405181563,0.566395926,0.793608013,1.162125258,0.21131667,0.456534584,0.457158489,-1.095852275,-1.430483848,-0.563399825,1.073400751,0.529258424,1.960159843,-0.092715295,-2.333206135,1.247239647,0.689410064,0.827124998,-0.330843333,1.141674204,0.529679407,0.448230138,0.488528068,0.413888248,-0.950738311,1
-0.799764946,0.075984615,1.144299314,0.009576607,-0.511353785,0.131539167,-0.138925611,0.068145574,0.383702047,-0.602918909,-0.055792886,0.996981703,-1.635654329,1.301002646,0.711974323,0.469642519,0.532739608,0.517175667,0.798658458,0.743843886,0.707675248,1.233435093,0.609297932,0.734317506,1.633794703,0.634148308,0.958871724,1.297649201,0.38102353,0.38555912,0.468571228,0.156461942,-0.73770106,-0.486828121,1.09113178,0.528362133,1.960159843,-0.092715295,-2.333206135,1.239479112,0.523867637,0.735088745,-0.393330099,1.308421525,0.531924372,0.773776762,0.752338347,0.466079503,-1.173714285,-1
-0.301693133,0.588158688,1.385046163,0.631691521,-0.927475877,0.081280652,0.321870621,0.648471748,0.921788069,-0.650637099,0.382366351,1.036527712,1.713198541,1.308990502,-0.055562436,0.467371867,0.525551347,0.518938749,1.056310622,1.073612057,0.485247789,1.170088564,1.179769464,0.813282198,1.786203463,1.132814756,1.211563342,1.407840701,0.755042651,0.785496436,0.511085175,0.784380549,-0.176320154,-0.784198429,0.912256987,0.568097685,1.197164408,-0.092715295,-2.333206135,1.172624392,0.261885355,0.807418602,-0.458373142,1.155783593,0.527434443,0.945588155,1.020460296,0.451785944,-1.162909282,1
0.308208276,1.487147972,1.238522579,0.993205605,-1.36903978,0.181161144,1.584930607,0.648471748,1.54993354,-0.606290952,1.053785982,1.03925827,-1.508950892,1.309249747,-0.82813397,0.447079679,0.498061798,0.504499244,1.130496184,1.584303621,0.302931706,1.070544018,1.459078475,1.430706932,1.709999083,1.392957159,1.352325432,1.430784671,1.008765715,0.794925907,2.993624797,0.202213566,0.646528328,-0.795178319,0.522956599,0.56681727,1.197164408,-0.092715295,-2.333206135,1.056467453,-0.087804039,0.74291762,-0.525688431,1.096780695,0.476394521,1.35174062,1.156437567,0.387548153,-0.413434974,-1
1.240049886,1.922759263,1.208197274,0.718816268,-1.691566958,0.297200643,1.65516042,1.228804886,2.479366194,-0.127136538,1.673408497,1.090573925,1.842522455,1.333188936,-0.213158593,0.426710519,0.468455041,0.482412884,1.098444216,2.296448892,0.250185017,0.956922465,2.357661988,1.681103317,1.328977183,2.314024051,1.558242016,1.385910613,1.472526408,1.482602293,1.992410897,0.582186998,1.316008818,-1.556866697,0.547206389,0.449296494,1.197164408,-0.092715295,-2.333206135,0.972425432,-0.478689198,0.880423978,-0.594281859,1.979258821,0.409771906,0.984978482,1.272054179,0.389659938,-0.460584078,1
-0.317177231,0.210305051,0.670636404,-0.346827367,-2.103511661,-0.010818756,1.664268747,1.228804886,1.536959867,-0.582333109,1.32357845,0.991708902,-0.647482955,1.251031911,-0.285062394,0.387296961,0.412963714,0.418105664,0.555082528,0.64247546,0.203778958,0.842295412,0.858411889,1.189857689,0.757444334,0.850697402,1.33019047,1.2025977,1.233971259,0.718041446,0.460265622,-0.451025115,-0.340347277,-1.108450186,0.781360273,0.45320176,0.43470291,-0.092715295,-2.333206135,0.80937052,-0.801420994,0.347487859,-0.663301332,1.135260846,0.315912593,-0.242529545,1.397332123,0.445180115,0.208343843,-1
