QRR,TAPI,VMA,VMACD,VOSC,VSTD,CR,PSY,VR,AR,BR,WAD,MOBV,PVT,WVAD,BBI,MA,EXPMA,MACD,MTM,PRICEOSC,TRIX,BIAS,CCI,DBCD,DPO,K,D,J,RSI,SRDM,VROC,VRSI,WR,ADTM,CDP,DPTB,JDQS,JDRS,MI,MICD,RC,RCCD,SRMI,ATR,CVLT,MASS,STD,VHF,target
-0.551101053,-0.543558501,-0.491229815,-0.128450209,0.709918449,-0.260641725,-0.059496379,-0.520927182,-0.350565746,-0.080543513,-0.493771046,0.693770377,-2.345420898,1.275472972,-0.24821936,-0.375709009,-0.410134347,-0.423204859,-0.467301837,-0.881680205,0.502974324,0.204171575,-1.197621121,-1.009060903,0.139798193,-0.93008392,-1.26099152,-0.464332737,-1.896025264,-1.434337005,-0.464282823,-0.535158493,-1.017983315,1.548503358,0.065971618,-0.434046106,0.255645515,-0.352301084,0.669533007,0.196574978,0.404290271,-0.411073581,-0.605614086,-1.12358604,-0.478448998,-0.422544016,-0.998307789,-0.550842967,-0.697442053,-1
-0.578074848,-0.487097681,-0.455774644,-0.033779082,0.832619568,-0.303119198,-0.099684512,0.109217665,-0.3499716,-0.091080193,-0.483051607,0.721613412,0.582623454,1.277468754,-0.177357681,-0.352131466,-0.369164666,-0.384252828,-0.249239769,-0.604440099,0.572675469,0.294878969,-0.80132768,-0.736966692,0.302990622,-0.679754595,-0.842695458,0.029858681,-1.642394341,-0.993037299,-0.358942364,-0.060366135,-0.769041704,0.732965026,0.394814168,-0.423019087,-0.511870514,-0.352301084,0.669533007,0.265066761,0.485041866,-0.350826193,-0.614073472,-0.754861699,-0.493714532,-0.641781881,-0.894479553,-0.570048273,-0.905547295,-1
-0.914910106,-0.512068444,-0.351136457,0.052753692,0.725184371,-0.169545979,-0.061670256,-0.520927182,-0.538322437,-0.077109061,-0.416908306,0.706984021,-2.427132909,1.277136224,-0.11834209,-0.336257832,-0.33897648,-0.360024809,-0.086655771,-0.929480223,0.537458289,0.358864947,-0.843423639,-0.597896317,0.400906079,-0.758619176,-0.531992451,0.529792162,-1.600580245,-1.166239246,-0.15142618,-0.014645915,-0.936971952,0.847428109,0.600594499,-0.355068808,-0.511870514,-0.352301084,0.669533007,0.270296429,0.49051655,-0.44797147,-0.621462051,-0.879011309,-0.492777175,-0.090903342,-0.792494919,-0.572899716,-1.192054977,-1
-0.713955338,-0.411811649,-0.18512216,0.179279895,0.604324463,-0.248985986,0.175541512,-0.520927182,-0.354668434,0.526163859,0.07838529,0.735770887,-1.483865865,1.27941218,-0.081192567,-0.314973546,-0.307111173,-0.318888775,0.204035318,-0.446700039,0.508404689,0.40358242,-0.34042912,-0.053796763,0.62937548,-0.341556982,0.260173853,1.100409118,-0.717227282,-0.580693716,0.095681482,-0.052259401,-0.606210311,-0.025339983,0.729746395,-0.305894264,-1.278849443,-0.352301084,0.669533007,0.285648036,0.441244391,-0.360374061,-0.627672739,0.067008717,-0.518621456,0.090767138,-0.655942773,-0.580866983,-0.343179176,-1
-0.59358478,-0.349995772,-0.154611078,0.281203353,0.474723492,-0.175172956,0.559523651,-0.520927182,-0.111099617,1.335913844,0.732056946,0.761726259,-0.655841257,1.281642859,-0.042062676,-0.304952493,-0.275485455,-0.293796755,0.428922764,-0.174239935,0.4905326,0.40903577,0.083191903,0.351532456,0.759929423,0.019905682,1.138858953,1.499260905,0.520891317,0.145309965,0.119772219,-0.127414789,-0.411117379,-0.712107793,0.827688698,-0.2954633,-1.278849443,-0.136896715,0.418452257,0.283511182,0.396078244,-0.380284274,-0.632384296,0.794525429,-0.550223789,-0.06102904,-0.563595142,-0.569125748,0.670244955,-1
-0.736208718,-0.387204664,-0.139518355,0.37242926,0.420957145,-0.075965375,0.67417305,0.109217665,0.137521448,1.844563798,1.048614802,0.777771397,0.203506647,1.282322074,0.051851617,-0.303662537,-0.264943548,-0.284940748,0.576980958,-0.183799939,0.521419236,0.383223245,0.241799733,0.464922642,0.727290937,0.165673717,1.377854857,1.59054103,0.876632319,0.3861442,0.150289304,0.099949594,-0.531770427,-0.898108076,1.044379699,-0.282052061,-2.046365472,0.13284389,0.209448226,0.268384508,0.36596748,-0.373296193,-0.635489641,0.801974406,-0.560668628,-0.132177574,-0.491694718,-0.493227049,0.467947301,-1
-0.056131925,-0.006850023,-0.089646396,0.502359554,0.29480235,-0.036178693,0.396432914,0.109217665,0.087632001,1.24749906,0.559871827,0.784850135,0.325413257,1.282905855,0.211356528,-0.298884919,-0.259672595,-0.279456744,0.715938648,0.385020278,0.587293921,0.336142654,0.409226841,0.632546015,0.792567909,0.298889138,1.507702478,1.58955286,1.125713491,0.601782416,0.128200747,0.421656709,0.594216869,-1.069800919,1.144605631,-0.274005317,-1.278849443,0.13284389,-0.365140414,0.240155546,0.35364944,-0.400194487,-0.636881692,0.728726136,-0.506167994,0.046102862,-0.428635196,-0.332120529,0.401160038,1
0.733188736,0.242603959,-0.028039991,0.450384621,0.131838345,-0.045473454,0.291112438,-0.520927182,-0.209167158,0.735818065,0.299031263,0.773052239,-0.586474087,1.282820602,0.244875332,-0.306767988,-0.253682876,-0.278436743,0.834945235,0.757860421,0.632799008,0.268339331,0.468091603,0.827871542,0.825206394,0.359877748,1.590939557,1.513159371,1.368980765,0.590474532,0.390421633,0.303795242,1.568626006,-1.055493479,1.253966077,-0.225426828,-1.278849443,-0.444802059,0.032863962,0.211870352,0.342700071,-0.391683538,-0.636560449,0.593403062,-0.455416789,-0.023289534,-0.404123688,-0.27702059,0.148529953,-1
-0.307493972,-0.279349754,-0.135505861,0.238456225,0.00989471,-0.190212075,0.247699322,0.109217665,-0.058340031,1.135538109,0.432369981,0.803254853,2.550332744,1.289209588,0.344667488,-0.320790295,-0.273089567,-0.276312741,0.960602189,0.99208051,0.649960796,0.181631061,1.02765474,1.371223199,0.923121852,0.810917433,1.725091827,1.350533432,1.804625292,1.659783604,0.824668461,-0.365076846,0.087404265,-1.913954131,1.148157942,-0.253441417,-0.511870514,-0.444802059,0.032863962,0.18156077,0.348174756,-0.20114711,-0.634311752,0.964610394,-0.513800761,-0.501527819,-0.416777492,-0.272995023,0.129171326,1
-0.171613482,-0.280477774,-0.20080386,0.251682441,0.145225558,-0.185894978,0.143951885,-0.520927182,-0.271830064,0.617677282,0.160960658,0.779187145,-0.464893858,1.286853622,0.191164649,-0.344606719,-0.325799098,-0.309120768,0.872397308,0.686160393,0.570979912,0.074563616,0.855078705,1.675808753,0.825206394,0.640635658,1.368648464,1.029186157,1.478410521,1.385852719,0.9924317,-0.025031151,0.057236747,-1.341645842,0.752582683,-0.2748994,-0.511870514,-0.444802059,0.032863962,0.086133385,0.397446915,-0.235889029,-0.63024268,0.661685347,-0.506167994,-0.602650436,-0.415143392,-0.321134088,-0.043120455,1
0.422147169,-0.159738622,-0.272961663,0.269287773,0.104197688,-0.185200227,0.020772751,-0.520927182,-0.456001764,0.344467181,-0.084938779,0.765501585,1.539761592,1.286328412,0.154926107,-0.368064821,-0.366289601,-0.334332788,0.80956883,0.533200335,0.527124556,-0.021960685,0.866107151,2.150777865,0.792567909,0.687231481,1.205766142,0.752840641,1.472225336,1.320133565,0.373273937,0.129568831,0.483267819,-1.444537569,0.405978576,-0.280561923,0.255645515,-1.214565418,-0.118888139,0.032599577,0.486410537,-0.298278698,-0.624567395,0.613266999,-0.523442151,-0.607938806,-0.386232382,-0.364912122,-0.070222533,-1
2.948411608,0.260942416,-0.352265123,0.218418441,0.023615666,-0.17389111,0.008163829,-0.520927182,-0.404977673,0.655667771,0.086619829,0.772580323,1.856589099,1.287376415,0.099801258,-0.396646918,-0.398873675,-0.366756814,0.685836982,0.652700381,0.441636399,-0.111213853,1.085319245,3.223072256,0.662013965,0.850941208,0.894595641,0.432305267,1.231595384,1.578665659,0.267545959,0.56673556,2.388069097,-1.676880277,0.127883333,-0.400667022,-0.511870514,-0.99916105,-0.249946773,-0.030887469,0.631489673,-0.233972611,-0.61760714,1.041583152,-0.521433528,-0.295690485,-0.327237162,-0.396110261,-0.2173481,1
1.277553626,-0.255177928,-0.506372593,-0.089995946,-0.189826008,-0.549269641,-0.057371727,-0.520927182,-0.66750684,0.471980202,-0.14733358,0.716422338,2.52885518,1.274879532,-0.160880121,-0.425659,-0.429541038,-0.42439286,0.39217073,0.059980154,0.372256034,-0.183743412,0.271058164,0.443142083,0.596736994,0.233168654,0.276911065,0.131041863,0.384286819,0.756200374,-0.167928012,-0.130352234,1.0493344,-0.681651043,-0.607698883,-0.473087714,0.255645515,-2.292880981,-0.249946773,-0.092968691,0.779306152,-0.438622088,-0.609361915,0.114185568,-0.511926046,-0.930601724,-0.256258538,-0.437791646,-0.45255542,1
-0.378974527,-0.574066697,-0.574431092,-0.191960041,-0.194753402,-0.589668337,-0.045532313,-1.151079591,-0.702977194,0.481936841,-0.164389516,0.679140986,0.150738443,1.269599542,-0.269867954,-0.430962155,-0.43696829,-0.446640878,0.289440044,-0.31763999,0.334449693,-0.214282174,-0.379063469,-1.630227421,0.825206394,-0.281817062,-0.436706987,0.035552672,-0.873289036,-0.60068513,-0.318672728,-0.619510973,-0.78239747,1.045013998,-0.797747548,-0.446265235,0.255645515,-2.292880981,-0.118888139,-0.112650238,0.921647946,-0.456841747,-0.600152963,-0.244606803,-0.538707684,-1.137933272,-0.132276396,-0.42168938,-0.306397785,-1
-0.747335408,-0.609809237,-0.54862174,-0.139217862,0.125399733,-0.611614041,-0.047873411,-0.520927182,-0.70682774,0.251529823,-0.236411986,0.68999505,-2.429236135,1.269960742,-0.262634082,-0.418815063,-0.421395019,-0.432612867,0.401271233,0.031300143,0.378350875,-0.229551555,-0.336776165,-0.984409294,1.184229738,-0.244750709,-0.056092795,0.304078298,-0.442633323,-0.437081928,-0.200899382,-0.352255243,-1.090167445,0.821727443,-0.650072885,-0.429575693,1.022624445,-2.292880981,-0.497578612,-0.086614363,1.02566695,-0.518550404,-0.589980283,-0.347650979,-0.486081765,-1.220586506,0.03435996,-0.420263659,-0.52418234,-1
-0.612635022,-0.520555824,-0.475037618,-0.048067254,0.12413601,-0.664120435,-0.095724769,-0.520927182,-0.724291326,0.013900643,-0.321416741,0.710759347,-0.143106726,1.270642452,-0.16853261,-0.413846341,-0.408457226,-0.418164855,0.526578168,-0.13599992,0.367948403,-0.260635652,-0.143152151,-0.657416706,1.314783681,-0.124087899,0.326007195,0.487247473,0.085034626,-0.060817719,-0.311342168,-0.556801379,-0.677398504,0.332780656,-0.378574792,-0.40811771,1.022624445,-2.292880981,-0.497578612,-0.089875876,1.081782465,-0.48288792,-0.578843875,-0.129147666,-0.396229369,-1.310890414,0.199404116,-0.41774768,-0.052799769,-1
-0.318620662,-0.431114466,-0.387384328,0.017698735,0.346356245,-0.59292966,-0.146425405,-0.520927182,-0.724240361,-0.225019455,-0.455167848,0.723972991,1.217271406,1.271503065,-0.171516172,-0.408985115,-0.416124066,-0.41089285,0.617933224,0.064760156,0.358874881,-0.310079362,0.04121771,0.2585247,1.086314281,0.034824232,0.45480874,0.54153268,0.27113829,0.346652061,-0.052835002,-0.480002146,-0.248430695,-0.698822822,-0.464337741,-0.415568399,1.022624445,-2.292880981,-0.497578612,-0.092912458,1.08862582,-0.462365137,-0.567064983,-0.074521838,-0.307180422,-1.175720173,0.358205169,-0.411122269,0.097229591,1
-0.790662066,-0.560787019,-0.388142627,0.051062169,0.547944422,-0.553639916,-0.126238679,-0.520927182,-0.831021589,-0.302420006,-0.484835977,0.712175095,0.118542878,1.271035109,-0.263413392,-0.408877618,-0.415165711,-0.413796852,0.653110171,-0.121659915,0.312980273,-0.373701782,-0.046748927,0.315811072,0.792567909,-0.024324204,0.222177235,0.548642157,-0.181007923,0.193061106,-0.243268076,-0.627482212,-1.025950809,-1.155645559,-0.823628675,-0.400965049,1.022624445,-1.214565418,-0.365140414,-0.099323019,1.085888478,-0.514505393,-0.554643605,0.168811397,-0.161890034,-1.216854712,0.554632436,-0.367511967,-0.092484955,-1
-0.506931465,-0.456522418,-0.358563846,0.164729677,0.764337282,-0.565199944,-0.182490194,0.109217665,-0.844064626,-0.376532207,-0.567054471,0.720197664,1.230394042,1.271601719,-0.291104018,-0.412460832,-0.416363655,-0.412140851,0.7150636,0.02174014,0.226254818,-0.443686445,0.116033709,0.493637539,0.596736994,0.077871149,0.362832763,0.693534466,-0.072232341,0.459714366,-0.199349307,-0.425816639,-0.614518296,-1.350908627,-1.11694811,-0.42152895,1.790140474,-1.214565418,-0.365140414,-0.124178001,1.043459674,-0.506237419,-0.541900985,0.120393049,-0.049005429,-1.114023353,0.682008479,-0.321805015,0.614104936,1
0.070139151,-0.285025087,-0.34083089,0.249099928,0.875627395,-0.561006881,-0.232781825,0.739362512,-0.886715691,-0.496458905,-0.663442186,0.720197664,2.531353067,1.271601719,-0.321309147,-0.415864884,-0.414686534,-0.419868857,0.72083892,-0.045179886,0.015501649,-0.524032473,0.236529041,0.346376357,0.335629107,0.105342312,0.330959854,0.82970952,-0.283356687,0.459714366,-0.133600327,-0.310113517,0.19710201,-1.350908627,-1.65816814,-0.43970863,1.790140474,-1.214565418,-0.365140414,-0.223372996,0.940809342,-0.586918612,-0.529372526,0.019831865,0.08209069,-0.925058913,0.828449028,-0.281213888,0.612169074,1
0.531391036,-0.097425715,-0.354803863,0.253631578,0.982008864,-0.496791924,-0.229185481,0.109217665,-1.008307639,-0.658303361,-0.733912915,0.678197154,-2.427980381,1.267641791,-0.431441284,-0.423317967,-0.416124066,-0.431460866,0.699837757,-0.097759906,-0.348378658,-0.607105177,-0.083713354,0.389215974,0.205075164,-0.200586543,0.28315049,1.052368072,-0.620338808,-0.296684424,0.254144276,-0.043332661,1.065260875,-0.857868401,-1.572658928,-0.410799958,1.022624445,-1.214565418,0.209448226,-0.392971696,0.750564059,-0.660440616,-0.517272391,-0.083212311,0.062941819,-0.910707973,0.940782966,-0.194328748,0.81640259,-1
-0.360261457,-0.43838692,-0.350446575,0.168718684,1.041103847,-0.523096464,-0.240240186,0.109217665,-0.961443908,-0.653246539,-0.69777347,0.724444907,2.5333826,1.272236666,-0.399895647,-0.417011512,-0.399352852,-0.41163685,0.861371697,0.064760156,-0.616643291,-0.689268989,0.534157905,0.520490608,0.302990622,0.323402879,1.286244543,1.413941844,0.896513904,0.477169638,0.318730701,-0.206959088,-0.537499192,-1.32704983,-1.870038147,-0.413780234,0.255645515,-0.99916105,0.563306536,-0.508924123,0.494622563,-0.521212856,-0.506135984,1.006821262,0.075395281,-0.752079321,1.038535699,-0.123462007,1.024507832,1
-0.469336739,-0.423898373,-0.376185333,0.232114512,1.088397833,-0.546469894,-0.221732912,-0.520927182,-1.053743007,-0.760754696,-0.675279831,0.705096357,-1.003041206,1.271352124,-0.48600672,-0.418982279,-0.408936403,-0.417312855,0.871872278,-0.107319909,-0.852944381,-0.796881769,0.47687609,0.544357364,0.368267593,0.326426021,1.460851246,1.377518462,1.270176917,0.243861129,0.010298228,-0.210040337,-0.493107654,-1.175959559,-1.98117475,-0.39113014,0.255645515,-1.214565418,0.784726648,-0.629825053,0.268791832,-0.595395339,-0.495856223,1.622603325,0.104051633,-0.36891695,1.117559126,-0.057878822,0.993534028,-1
-0.430224737,-0.376104086,-0.316120423,0.304429868,1.127284499,-0.578934495,-0.184753111,-0.520927182,-0.970669929,-0.667904562,-0.574030698,0.724916823,0.725648592,1.272710236,-0.464808722,-0.41434799,-0.407978048,-0.414408852,0.92140002,0.246400226,-1.053340903,-0.908675451,0.797849076,0.60205464,0.433544565,0.591673897,1.492779699,1.222135536,1.502594332,0.651000108,-0.125462437,-0.103030671,-0.273899435,-1.296970718,-2.091550143,-0.405435462,0.255645515,-0.99916105,0.784726648,-0.735655542,0.07991522,-0.573938303,-0.486540189,1.339542215,0.12132579,0.36555035,1.152000937,0.002840137,1.032251283,1
-0.466639359,-0.341891974,-0.266611532,0.364074071,1.120534644,-0.547873865,-0.199555455,-1.151079591,-0.990994265,-0.673068233,-0.578101705,0.708399768,0.653706699,1.272031063,-0.518367967,-0.420320012,-0.409894758,-0.427464863,0.861371697,0.776980428,-1.176841619,-1.030285163,0.713622369,0.472892599,0.302990622,0.579121284,1.349777443,0.97064381,1.506967279,0.527126119,-0.216787642,-0.049823034,-0.13951608,-1.150201891,-2.202433009,-0.390832113,0.255645515,-0.99916105,0.784726648,-0.822985376,-0.076113285,-0.56647454,-0.477973722,0.854117242,0.138466039,0.558700585,1.152378037,0.045947244,0.840600874,1
0.219337951,-0.096922342,-0.201053282,0.415901491,1.121869615,-0.517360165,-0.206403567,-1.151079591,-0.971789819,-0.705081686,-0.514292625,0.716422338,0.350084253,1.27280542,-0.50624794,-0.42577844,-0.419478309,-0.439260872,0.784542445,1.417500672,-1.213823094,-1.146623304,0.803502459,0.516026975,0.107159707,0.686048512,1.20243814,0.675913006,1.550755683,0.693712044,-0.232805076,0.480516819,0.887047793,-1.255648009,-2.189746182,-0.448947483,0.255645515,-1.214565418,1.04546435,-0.877306445,-0.197925013,-0.595275563,-0.469942659,0.741141097,0.180647119,1.295984192,1.13146993,0.072784353,1.166793741,1
-1.022805284,-0.552585815,-0.238766843,0.342439227,1.060400933,-0.518951489,-0.283262395,-1.781224438,-1.133544932,-0.94474755,-0.786849232,0.677253322,0.565933332,1.268651198,-0.547284685,-0.43827191,-0.462125111,-0.465336893,0.593956897,0.824780446,-1.261917343,-1.255144976,0.336428665,0.214331828,-0.15394818,0.334181039,0.90910647,0.318831397,1.384507085,0.279052854,-0.331170201,-0.379466875,-1.361258008,-0.87152032,-2.037250524,-0.398878856,0.255645515,-1.214565418,1.673166226,-0.941243356,-0.280045279,-0.724592706,-0.462232838,-0.058382389,0.142349376,0.762909001,1.066818208,0.103898626,1.106781997,-1
-0.020897406,-0.13774614,-0.161139859,0.494362117,1.108396154,-0.560748899,-0.256123316,-1.151079591,-1.131978426,-0.848495673,-0.693115602,0.689051219,-1.373094967,1.269513112,-0.553788362,-0.441974564,-0.521303539,-0.4738569,0.472325166,0.609680364,-1.290283556,-1.339853684,0.476649955,0.506247104,-0.251863637,0.4482718,0.73256499,-0.047539002,1.45156876,0.524716784,-0.299813492,0.486055526,1.323378724,-1.059818487,-2.027354799,-0.390236058,1.022624445,-1.214565418,1.673166226,-0.975151849,-0.363534216,-0.732337087,-0.454523018,-0.301715624,0.159489625,1.195071115,0.991733383,0.151366762,1.734969448,-1
0.156623879,-0.137702122,-0.193658204,0.457929256,1.035175224,-0.541580603,-0.296298419,-1.151079591,-1.103892644,-0.955336565,-0.864465373,0.727276402,-0.313162789,1.270784026,-0.56569633,-0.460750601,-0.568981706,-0.501636923,0.20246023,0.537980337,-1.405375224,-1.410020125,0.618923857,0.50370777,-0.545610009,0.5134008,0.33860639,-0.495233054,1.193114041,0.683214623,-0.280146925,0.257343856,1.348345239,-1.187862237,-2.242523381,-0.477558127,1.790140474,-1.214565418,1.673166226,-1.061750655,-0.437442455,-0.680658825,-0.446813197,-0.230950346,0.172880444,1.256037042,0.877681545,0.194557734,1.731097723,1
0.76555729,-0.04623139,-0.260651865,0.403348936,0.975304008,-0.573560564,-0.386034013,-1.781224438,-1.2570816,-1.170154442,-1.083583395,0.699433367,1.756388117,1.267335127,-0.62683142,-0.492091772,-0.603961667,-0.553500964,-0.251339885,-0.078639898,-1.554286383,-1.445648681,0.234215503,-0.069529904,-1.035187296,0.224230668,-0.270459633,-0.939460501,0.520004351,0.410888123,-0.301718791,0.596278741,2.536914814,-0.636926043,-2.627949179,-0.641771302,1.790140474,-1.214565418,1.673166226,-1.161845378,-0.494926641,-0.765850446,-0.438782134,-0.598433191,0.099230939,1.259786297,0.767316907,0.265424475,2.186025461,1
0.200793468,-0.289460642,-0.348759241,0.268050476,0.870407507,-0.705355436,-0.484759019,-2.411369286,-1.411256328,-1.43801116,-1.364874164,0.640915802,2.012540765,1.255754571,-0.827574562,-0.502996684,-0.620493293,-0.604309005,-0.738916869,-0.991620247,-1.657600803,-1.421472161,-0.879170413,-0.938412667,-1.328933668,-0.614625595,-0.932815345,-1.254365981,-0.397571932,-0.572842703,-0.424917397,0.585950388,1.420188878,0.215902124,-2.99256858,-0.745782914,1.022624445,-0.444802059,2.049097569,-1.236297858,-0.49355797,-0.928961564,-0.430751071,-0.929912649,0.044730305,1.516162488,0.690514181,0.319769621,2.398970359,1
0.706889287,-0.197073795,-0.390508485,0.22019057,0.713912113,-0.738549149,-0.525376426,-3.041521695,-1.436083027,-1.701369291,-1.559433965,0.562105856,0.340306801,1.247065071,-0.914714061,-0.477197549,-0.587190453,-0.606109007,-0.959254064,-1.589120475,-1.606023788,-1.33258255,-2.091707967,-1.652507752,-1.361572154,-1.514996232,-1.319636562,-1.344551107,-1.036850217,-2.210076634,-0.477135521,0.093894469,2.581161643,1.100031378,-3.00576288,-0.637300889,0.255645515,-0.444802059,2.73887985,-1.204526218,-0.45660385,-1.118611649,-0.422612927,-1.678534795,-0.052754858,0.970814288,0.636463163,0.328491681,2.984568831,-1
0.559376348,-0.284855797,-0.449111117,0.113624577,0.547524431,-0.863055691,-0.428822401,-3.041521695,-1.286546122,-1.481919809,-1.231955764,0.596555713,-0.711328776,1.252769112,-0.919009766,-0.425181238,-0.509084512,-0.536820951,-0.751692576,-1.331000376,-1.474274417,-1.21406307,-1.735666613,-1.442550694,-1.067825782,-1.276562314,-1.312725982,-1.256630758,-1.120658158,-2.074216618,-0.473357216,0.395510508,2.058116122,1.165832776,-2.963896352,-0.565178224,0.255645515,-0.675731067,2.73887985,-1.102856971,-0.416912388,-1.038981063,-0.41415354,-1.365677778,-0.14073254,1.054804581,0.589493247,0.223239895,2.493827632,-1
-0.062201028,-0.45252341,-0.497000385,0.032553919,0.417495969,-0.90183054,-0.417506368,-3.041521695,-1.185157803,-1.42682466,-1.140265568,0.651769867,-0.562812793,1.257264897,-0.89367508,-0.376987021,-0.447270607,-0.476676903,-0.569857513,-0.652240117,-1.350750789,-1.122265006,-1.371066906,-1.358583708,-0.806717896,-1.020843909,-1.286550945,-1.128734959,-1.211776935,-1.882710342,-0.427630027,0.069487343,0.660459428,1.36876258,-2.926597081,-0.503188496,-0.511870514,0.13284389,2.73887985,-1.028292025,-0.397750993,-0.924820733,-0.40526583,-1.456306993,-0.269016587,0.308408514,0.561252638,0.106582337,2.007926091,-1
0.069633392,-0.435998467,-0.497010508,0.014748135,0.393053993,-0.894760661,-0.381720282,-3.041521695,-1.168484176,-1.508030366,-1.144704024,0.672062248,-2.122681676,1.258755569,-0.789340194,-0.336795314,-0.397675731,-0.428460864,-0.436675142,-0.52796007,-1.181424205,-1.05373457,-1.334485171,-1.096479659,-0.610886981,-0.974248086,-1.089680418,-0.952002237,-1.030782901,-1.770486066,-0.426499764,0.499676042,0.841345365,1.524206361,-2.659412509,-0.420634867,-1.278849443,-0.136896715,2.73887985,-0.939781298,-0.395013651,-0.909239571,-0.395842716,-1.332157384,-0.29767294,0.609518829,0.530791328,0.01047194,1.640112175,-1
-0.007410508,-0.459050451,-0.5187564,-0.014335103,0.247549614,-0.878553097,-0.353923176,-3.041521695,-1.066953692,-1.344934243,-1.000767468,0.721141496,-2.008785451,1.262601914,-0.697892404,-0.302754789,-0.372998087,-0.375348821,-0.258865301,-0.236379959,-1.047452279,-1.002291298,-0.861792784,-0.795343236,-0.512971523,-0.616991533,-0.636363963,-0.800486525,-0.332169265,-1.352954419,-0.41781289,0.356502439,0.629176801,0.971385546,-2.264344723,-0.339869403,-1.278849443,0.13284389,2.300178319,-0.859030723,-0.382695611,-0.770703089,-0.385777117,-0.871562332,-0.347352879,0.577022792,0.47954761,-0.074819747,0.815434659,-1
0.039793632,-0.46036293,-0.520507089,-0.040259941,0.030163025,-0.867305105,-0.270224923,-3.041521695,-1.073855436,-1.29776559,-0.907361633,0.752759858,-1.280787545,1.26543984,-0.655779942,-0.281482447,-0.367008367,-0.346080797,-0.211787696,-0.379780013,-0.943839991,-0.97357032,-0.483642354,-0.411968792,-0.578248495,-0.321840837,-0.470107352,-0.834784007,0.023206342,-0.74877376,-0.397435873,0.132124715,0.617804395,0.267271391,-2.235926231,-0.330928577,-1.278849443,0.13284389,2.300178319,-0.812413574,-0.38132694,-0.650095382,-0.37474779,-0.931154145,-0.342666092,0.899111971,0.442088998,-0.130422882,0.640239083,-1
-0.101144444,-0.514510624,-0.532881656,-0.072235753,-0.301213619,-0.821052119,-0.253988529,-2.411369286,-0.847400156,-1.246222645,-0.825830452,0.780602892,-1.69921603,1.265650528,-0.629727098,-0.274387685,-0.371560554,-0.342360794,-0.317318536,-0.408460024,-0.883258193,-0.951211583,-0.564616191,-0.421262969,-0.708802438,-0.395907823,-0.619015769,-0.982160092,-0.098590838,-0.691875969,-0.397435873,-0.275080841,0.147339224,0.2147229,-2.131640515,-0.345233899,-0.511870514,-0.444802059,2.50918235,-0.791157504,-0.364902887,-0.654212258,-0.362647655,-0.908807215,-0.365564393,0.771165843,0.356193969,-0.149208858,0.657661847,-1
0.167244811,-0.45900161,-0.555244246,-0.082608887,-0.236456258,-0.792412609,-0.309994641,-1.781224438,-0.834732652,-1.416294521,-0.967652199,0.809861675,2.102633373,1.266344896,-0.680265256,-0.268033454,-0.354070573,-0.339804792,-0.437375181,-0.327199993,-0.816375338,-0.915219471,-0.516779875,-0.670901753,-0.904633353,-0.380397789,-0.789081763,-1.117298904,-0.2742896,-0.486729661,-0.419266085,-0.050695448,0.778729038,0.046941802,-2.350615145,-0.423615142,0.255645515,-0.444802059,1.933903928,-0.782328924,-0.322474083,-0.66329471,-0.349155469,-0.820660992,-0.371322445,0.594217478,0.292841147,-0.188793594,0.696379102,1
-0.190495138,-0.545617462,-0.550611405,-0.130108539,-0.263185684,-0.813769494,-0.369828746,-2.411369286,-0.875300854,-1.563978132,-1.157961234,0.771636491,1.15866764,1.263157469,-0.611900899,-0.263040844,-0.338497303,-0.347352798,-0.622010399,-1.072880278,-0.80826416,-0.863230865,-1.152220108,-1.314972437,-0.969910325,-0.937838937,-1.167950952,-1.221879252,-0.88249462,-2.163367517,-0.438545133,-0.209653024,0.061450325,0.856284756,-2.039534153,-0.402455187,-0.511870514,-0.444802059,1.933903928,-0.79616224,-0.274570594,-0.735848239,-0.334378313,-1.252701634,-0.406674208,0.481418041,0.205856718,-0.215127507,0.886093648,-1
0.284749403,-0.474171296,-0.56155062,-0.139779868,-0.285010216,-0.801987415,-0.383323724,-2.411369286,-0.87722948,-1.469828358,-1.149776922,0.785793967,0.08399629,1.26336849,-0.649964904,-0.231233855,-0.305194463,-0.315480773,-0.57125759,-1.048980269,-0.747636536,-0.78688396,-1.229593175,-1.53842862,-0.839356381,-1.009539986,-1.22626736,-1.160148056,-1.061982875,-2.146320233,-0.432215663,-0.028512497,0.733503297,1.252589445,-1.852784063,-0.355068808,-0.511870514,-0.675731067,1.673166226,-0.764784231,-0.23214179,-0.747480211,-0.317994944,-1.108688086,-0.437339184,0.358707898,0.129263492,-0.2996644,0.786396718,-1
0.230633228,-0.514355582,-0.588651898,-0.189887732,-0.455001571,-0.824915596,-0.361282361,-2.411369286,-0.892620934,-1.39944063,-1.103071362,0.801839105,-1.514882512,1.264333045,-0.59474129,-0.197026113,-0.253203698,-0.271272737,-0.429674755,-0.953380232,-0.638066885,-0.715626849,-1.210093353,-1.568419343,-0.610886981,-0.977271228,-1.060552301,-1.033902767,-0.884787175,-2.082596913,-0.420105708,-0.210877598,0.372105962,1.392396932,-1.637108008,-0.257017747,-0.511870514,-0.675731067,1.04546435,-0.700341224,-0.167814248,-0.70020971,-0.300005363,-0.84673241,-0.455416789,0.308655471,0.085436077,-0.400303559,0.343084156,-1
